source,source_row,z,y,x,theta_deg,winding,dk,ct_brightness,conf,pre_repair_global_id,labeled_frac_5cube
unlab,886,6672,2127,2027,318.0,3,1,133,,366710,0.424
unlab,996,6096,2160,2042,24.0,4,1,139,,345102,0.424
unlab,1116,1808,1809,1591,90.0,4,1,167,,63448,0.424
unlab,1378,4432,2002,1843,210.0,4,1,140,,285994,0.424
unlab,1496,9616,1810,1724,264.0,4,1,198,,479356,0.424
unlab,1500,10000,1765,1600,264.0,4,1,162,,512497,0.424
unlab,1515,10192,1749,1686,276.0,4,1,222,,538717,0.424
unlab,1564,7760,1928,1970,300.0,4,1,149,,404644,0.424
unlab,1581,8528,1736,1883,306.0,4,1,112,,425129,0.424
unlab,1766,5968,2177,2020,30.0,5,1,115,,344858,0.424
unlab,2159,9680,1843,1537,198.0,5,1,145,,492989,0.424
unlab,2183,10448,1765,1544,204.0,5,1,179,,565795,0.424
unlab,2334,5968,2074,1939,264.0,5,1,104,,223883,0.424
unlab,2372,9872,1806,1662,276.0,5,1,168,,493596,0.424
unlab,2386,7696,1921,1971,282.0,5,1,148,,223883,0.424
unlab,2754,9168,1918,1838,72.0,6,1,170,,459619,0.424
unlab,2941,5968,2170,1881,150.0,6,1,160,,344948,0.424
unlab,2966,10640,1782,1585,156.0,6,2,187,,598182,0.424
unlab,3179,1104,1833,1503,252.0,6,1,169,,63441,0.424
unlab,3185,5968,2062,1922,252.0,6,1,146,,223883,0.424
unlab,3316,7440,2006,2014,300.0,6,1,156,,390087,0.424
unlab,3321,9808,1803,1705,300.0,6,1,254,,493320,0.424
unlab,3464,5456,2150,2120,18.0,7,1,126,,332431,0.424
unlab,3484,8912,1936,1925,30.0,7,1,162,,450781,0.424
unlab,3845,10384,1748,1611,198.0,7,2,182,,566511,0.424
unlab,3961,2384,1856,1666,246.0,7,1,120,,63448,0.424
unlab,4074,9936,1769,1686,288.0,7,1,129,,493252,0.424
unlab,4083,4560,1976,1912,294.0,7,1,112,,299275,0.424
unlab,4215,9104,1816,1982,348.0,7,3,159,,454716,0.424
unlab,4235,1488,1755,1713,12.0,8,1,183,,63448,0.424
unlab,4427,7568,2137,1962,102.0,8,1,138,,395698,0.424
unlab,4777,5456,2010,2018,294.0,8,1,130,,318847,0.424
unlab,4825,8720,1827,1806,318.0,8,1,180,,409097,0.424
unlab,4875,7888,1953,1996,342.0,8,1,140,,405181,0.424
unlab,4905,8144,1929,1960,18.0,9,1,142,,421327,0.424
unlab,5053,2192,1948,1558,108.0,9,1,154,,130631,0.424
unlab,5213,8016,1864,1753,210.0,9,1,155,,408922,0.424
unlab,5253,2768,1873,1764,240.0,9,1,149,,63448,0.424
unlab,5318,5776,2040,1966,270.0,9,1,152,,338096,0.424
unlab,5655,8464,1934,1792,120.0,10,1,137,,428482,0.424
unlab,5699,8720,1937,1669,144.0,10,1,135,,437809,0.424
unlab,5720,3536,2053,1770,168.0,10,1,169,,219255,0.424
unlab,5733,8208,1864,1766,198.0,10,2,133,,409177,0.424
unlab,5879,1744,1609,1561,276.0,10,1,168,,94411,0.424
unlab,6027,3792,2109,2047,36.0,11,1,174,,241393,0.424
unlab,6039,10640,1887,1791,48.0,11,1,148,,609644,0.424
unlab,6508,4240,2144,1981,48.0,12,1,166,,273357,0.424
unlab,6632,3856,2174,1778,132.0,12,1,136,,238232,0.424
unlab,6669,8080,1866,1721,198.0,12,2,152,,408922,0.424
unlab,6787,8848,1798,1752,282.0,12,1,136,,442474,0.424
unlab,7120,1040,1867,1626,318.0,13,1,178,,63767,0.424
unlab,7123,7120,2059,2022,318.0,13,1,152,,382593,0.424
unlab,7260,2704,1885,1580,204.0,14,2,156,,138451,0.424
unlab,7266,9104,1785,1705,210.0,14,1,164,,442653,0.424
unlab,7301,6160,2008,1969,258.0,14,1,127,,352074,0.424
unlab,7576,6928,2276,1932,90.0,16,1,158,,223883,0.424
unlab,7649,6288,2060,1815,210.0,16,3,157,,351613,0.424
unlab,8206,1488,1806,1300,168.0,22,1,100,,62169,0.424
unlab,8847,9424,1521,2664,336.0,59,1,141,,466321,0.424
unlab,9010,9424,1521,2664,336.0,75,1,139,,466321,0.424
wedge,1291,4208,1274,1837,264.0,79,,,1,206505,0.424
unlab,3600,3280,2116,1854,84.0,7,1,141,,198458,0.42
unlab,7726,6800,2302,2119,36.0,17,1,144,,223883,0.42
unlab,148,5200,2119,1923,144.0,2,1,167,,317429,0.416
unlab,157,1680,1728,1513,156.0,2,1,143,,109524,0.416
unlab,623,1552,1763,1447,162.0,3,1,181,,94528,0.416
unlab,638,11024,1133,1968,168.0,3,1,119,,652661,0.416
unlab,639,1488,1743,1562,174.0,3,1,157,,78434,0.416
unlab,711,10960,1201,1814,204.0,3,1,163,,628050,0.416
unlab,944,7248,2111,2051,348.0,3,1,154,,223883,0.416
unlab,993,1360,1750,1662,24.0,4,1,171,,78526,0.416
unlab,1434,9104,1806,1778,228.0,4,1,166,,442759,0.416
unlab,1653,2256,1852,1670,336.0,4,1,147,,63448,0.416
unlab,1802,7504,2126,2031,48.0,5,1,110,,390070,0.416
unlab,1901,5328,2199,1972,90.0,5,1,128,,325654,0.416
unlab,2153,8080,1888,1790,198.0,5,2,135,,408922,0.416
unlab,2225,7248,2087,1908,216.0,5,1,122,,389666,0.416
unlab,2351,5392,2022,1973,270.0,5,1,147,,326231,0.416
unlab,2433,7696,1929,1996,300.0,5,1,154,,404652,0.416
unlab,2445,4752,1987,1959,306.0,5,1,134,,223883,0.416
unlab,2482,2640,1948,1845,318.0,5,2,144,,63448,0.416
unlab,2515,4240,2039,1961,330.0,5,1,116,,272834,0.416
unlab,2522,10320,1732,1762,330.0,5,1,231,,538379,0.416
unlab,2739,10128,2006,1702,66.0,6,1,151,,523384,0.416
unlab,2776,3280,2106,1853,84.0,6,1,119,,198458,0.416
unlab,2910,8912,1875,1711,138.0,6,1,159,,449648,0.416
unlab,3064,10576,1676,1526,204.0,6,2,182,,567042,0.416
unlab,3154,5392,2037,1939,240.0,6,1,112,,326252,0.416
unlab,3238,7696,1924,1954,270.0,6,2,142,,223883,0.416
unlab,3405,2384,1830,1878,336.0,6,1,128,,63448,0.416
unlab,3406,3024,1997,1916,336.0,6,1,133,,183703,0.416
unlab,3594,7120,2217,1957,78.0,7,1,157,,381816,0.416
unlab,3607,8784,1956,1741,84.0,7,1,161,,437807,0.416
unlab,3630,1488,1834,1614,96.0,7,1,171,,94474,0.416
unlab,3717,6224,2183,1936,132.0,7,1,128,,223883,0.416
unlab,3756,1360,1787,1500,150.0,7,1,185,,77602,0.416
unlab,3854,6096,2106,1920,204.0,7,2,130,,223883,0.416
unlab,3871,9488,1851,1673,210.0,7,2,149,,453587,0.416
unlab,3950,1104,1835,1484,240.0,7,2,150,,63985,0.416
unlab,3997,5712,2053,1950,258.0,7,1,129,,338096,0.416
unlab,4015,8784,1793,1724,264.0,7,1,154,,409097,0.416
unlab,4037,5968,2054,1953,276.0,7,1,171,,223883,0.416
unlab,4148,8720,1834,1799,318.0,7,1,140,,409097,0.416
unlab,4258,6800,2216,2042,24.0,8,1,125,,374151,0.416
unlab,4738,8528,1747,1804,270.0,8,1,147,,416506,0.416
unlab,5050,8272,1962,1876,102.0,9,1,153,,223883,0.416
unlab,5098,8080,1981,1832,126.0,9,1,127,,223883,0.416
unlab,5182,6288,2122,1870,192.0,9,1,146,,223883,0.416
unlab,5299,1680,1614,1574,264.0,9,1,113,,94533,0.416
unlab,5353,8848,1811,1757,288.0,9,2,140,,442474,0.416
unlab,5616,2192,1956,1556,108.0,10,2,147,,122475,0.416
unlab,5704,2448,2075,1510,150.0,10,1,139,,141671,0.416
unlab,5939,7568,1930,2048,300.0,10,1,137,,223883,0.416
unlab,5941,8720,1805,1791,300.0,10,1,140,,409097,0.416
unlab,6095,6032,2217,1990,78.0,11,1,131,,344569,0.416
unlab,6113,9872,1984,1665,84.0,11,2,145,,500797,0.416
unlab,6263,8336,1802,1755,210.0,11,1,157,,416506,0.416
unlab,6266,9104,1793,1719,210.0,11,1,142,,442653,0.416
unlab,6351,8400,1761,1821,258.0,11,1,151,,424030,0.416
unlab,6393,2256,1805,1622,282.0,11,1,134,,126826,0.416
unlab,6578,8464,1962,1820,96.0,12,1,145,,428480,0.416
unlab,6814,6864,2066,2020,300.0,12,1,154,,374438,0.416
unlab,6826,6800,2074,2022,312.0,12,1,123,,223883,0.416
unlab,7453,9104,1954,1587,156.0,15,1,155,,459345,0.416
unlab,7561,6032,2256,1998,78.0,16,1,149,,223883,0.416
unlab,7784,2704,1880,1568,204.0,17,2,181,,152268,0.416
unlab,7796,8016,1783,1768,234.0,17,1,144,,408696,0.416
unlab,7879,1104,2151,1448,108.0,18,1,182,,67422,0.416
unlab,8057,8208,2059,1942,66.0,20,1,140,,223883,0.416
unlab,8349,3600,1904,1718,210.0,25,1,150,,219362,0.416
unlab,8583,4048,2422,2227,54.0,35,1,136,,263305,0.416
unlab,8611,6096,2416,1930,102.0,37,1,133,,223883,0.416
unlab,8852,1360,2532,1868,72.0,60,1,108,,51456,0.416
unlab,8913,3600,1818,2919,348.0,65,1,138,,217859,0.416
wedge,1051,3568,1556,2460,318.0,37,,,1,217540,0.416
wedge,2185,6736,1613,1956,270.0,66,,,1,350531,0.416
wedge,2192,6800,2735,1880,96.0,58,,,1,376724,0.416
unlab,227,3792,2002,1870,198.0,2,1,130,,242651,0.408
unlab,532,1616,1767,1568,108.0,3,2,137,,63448,0.408
unlab,625,2000,1740,1565,162.0,3,2,147,,119761,0.408
unlab,659,1616,1691,1541,186.0,3,1,132,,63448,0.408
unlab,682,7952,1953,1846,192.0,3,2,135,,412523,0.408
unlab,719,8080,1873,1802,210.0,3,1,122,,412880,0.408
unlab,760,6864,2137,1926,228.0,3,2,158,,374294,0.408
unlab,843,7312,2056,1984,288.0,3,1,145,,389389,0.408
unlab,846,1680,1646,1605,294.0,3,1,160,,109517,0.408
unlab,1301,3600,2035,1869,174.0,4,3,105,,220687,0.408
unlab,1430,6864,2130,1920,228.0,4,3,158,,374405,0.408
unlab,1831,7504,2122,2007,60.0,5,1,202,,390070,0.408
unlab,1852,10640,1812,1694,66.0,5,1,184,,598323,0.408
unlab,1893,7504,2115,1977,84.0,5,2,146,,395796,0.408
unlab,2133,8528,1836,1717,186.0,5,1,140,,409097,0.408
unlab,2389,1680,1629,1604,288.0,5,1,147,,94533,0.408
unlab,2432,7632,1968,2006,300.0,5,1,142,,395614,0.408
unlab,2489,1424,1681,1663,324.0,5,1,178,,94193,0.408
unlab,2537,1424,1660,1791,342.0,5,1,158,,94316,0.408
unlab,2622,5904,2181,2058,24.0,6,1,148,,337848,0.408
unlab,2641,4624,2127,2017,30.0,6,1,132,,299402,0.408
unlab,2770,8656,1923,1796,78.0,6,2,150,,437618,0.408
unlab,2815,9936,1962,1644,96.0,6,1,200,,522662,0.408
unlab,3023,8144,1894,1833,192.0,6,1,149,,395683,0.408
unlab,3028,10384,1737,1524,192.0,6,1,156,,538120,0.408
unlab,3058,9040,1788,1749,204.0,6,2,155,,442540,0.408
unlab,3162,3472,1996,1857,246.0,6,1,162,,219761,0.408
unlab,3170,8272,1802,1856,246.0,6,1,210,,409177,0.408
unlab,3490,4304,2076,1970,36.0,7,1,139,,272816,0.408
unlab,3494,6096,2207,2086,36.0,7,1,176,,223883,0.408
unlab,3503,5456,2153,2032,42.0,7,1,135,,332336,0.408
unlab,3778,10640,1785,1578,156.0,7,1,161,,598179,0.408
unlab,3782,1936,1764,1505,162.0,7,1,169,,63448,0.408
unlab,3829,9168,1835,1710,192.0,7,1,113,,454247,0.408
unlab,3906,6800,2111,1872,222.0,7,1,145,,223883,0.408
unlab,3960,1680,1631,1553,246.0,7,3,175,,94533,0.408
unlab,4064,1680,1610,1610,288.0,7,1,133,,94533,0.408
unlab,4067,4560,1974,1903,288.0,7,1,124,,299275,0.408
unlab,4227,1232,1821,1684,0.0,8,1,107,,78214,0.408
unlab,4248,6224,2183,2127,18.0,8,1,145,,352196,0.408
unlab,4300,5200,2189,2066,54.0,8,1,135,,325654,0.408
unlab,4413,7120,2223,1930,96.0,8,1,154,,381816,0.408
unlab,4500,8912,1888,1696,138.0,8,1,127,,449745,0.408
unlab,4541,1872,1762,1508,162.0,8,2,255,,63448,0.408
unlab,4554,5136,2097,1858,168.0,8,1,187,,317430,0.408
unlab,4734,4816,1950,1927,270.0,8,1,129,,310024,0.408
unlab,4746,4496,1921,1925,276.0,8,1,129,,282798,0.408
unlab,4799,5648,2056,2027,306.0,8,1,142,,332182,0.408
unlab,4846,1424,1657,1718,330.0,8,1,175,,94193,0.408
unlab,4920,2512,2023,1842,36.0,9,1,152,,141464,0.408
unlab,5020,9872,1960,1663,84.0,9,1,160,,500881,0.408
unlab,5112,6288,2195,1901,132.0,9,1,166,,223883,0.408
unlab,5115,8080,1977,1824,132.0,9,1,133,,223883,0.408
unlab,5188,3024,1958,1677,198.0,9,1,158,,180955,0.408
unlab,5340,5648,2038,2000,282.0,9,2,126,,223883,0.408
unlab,5522,8336,1952,1913,60.0,10,1,145,,223883,0.408
unlab,5564,2192,1967,1591,84.0,10,1,136,,122397,0.408
unlab,5605,1872,1844,1577,102.0,10,1,178,,119870,0.408
unlab,5610,6160,2202,1976,102.0,10,1,150,,223883,0.408
unlab,5762,9232,1753,1645,216.0,10,1,124,,442759,0.408
unlab,5952,6224,2065,2030,306.0,10,1,140,,337849,0.408
unlab,6098,8464,1958,1849,78.0,11,1,130,,428510,0.408
unlab,6153,8144,1981,1867,108.0,11,1,144,,408922,0.408
unlab,6171,8528,1930,1767,114.0,11,1,120,,416447,0.408
unlab,6211,8080,1974,1815,138.0,11,1,140,,223883,0.408
unlab,6294,1872,1640,1535,234.0,11,1,148,,94545,0.408
unlab,6356,2320,1788,1612,264.0,11,1,164,,137909,0.408
unlab,6372,7120,2062,1939,270.0,11,1,157,,382447,0.408
unlab,6374,8336,1731,1862,270.0,11,1,146,,417884,0.408
unlab,6479,5520,2055,2229,348.0,11,1,140,,223883,0.408
unlab,6855,7952,2044,2075,24.0,13,1,152,,223883,0.408
unlab,6986,3536,1994,1810,192.0,13,1,127,,218987,0.408
unlab,7381,1616,1853,1661,66.0,15,1,176,,63448,0.408
unlab,7460,6288,2062,1819,210.0,15,2,155,,351613,0.408
unlab,7733,8592,2036,1899,60.0,17,1,154,,438654,0.408
unlab,7785,3280,1889,1516,204.0,17,1,159,,198635,0.408
unlab,7823,4432,1864,1996,294.0,17,1,149,,283700,0.408
unlab,7955,4624,1936,2098,330.0,18,1,145,,299040,0.408
unlab,8063,10448,2005,1648,84.0,20,1,157,,576543,0.408
unlab,8277,2000,1581,1858,330.0,23,2,141,,63448,0.408
unlab,8297,8976,2016,1550,138.0,24,1,155,,449740,0.408
unlab,8752,2256,2451,2238,42.0,52,1,140,,134247,0.408
unlab,8788,9424,2512,2033,66.0,55,1,137,,474180,0.408
unlab,8868,6736,1637,2008,276.0,61,1,136,,364266,0.408
wedge,2180,6736,2729,1838,102.0,65,,,1,376724,0.408
wedge,2456,7760,2471,1833,102.0,55,,,1,407189,0.408
wedge,3317,10576,1125,2732,330.0,65,,,1,557164,0.408
unlab,173,2256,1899,1520,168.0,2,1,172,,128953,0.4
unlab,239,7056,2124,1890,204.0,2,2,155,,381754,0.4
unlab,415,6096,2157,2034,24.0,3,1,146,,345102,0.4
unlab,434,3664,2076,1991,36.0,3,1,112,,220637,0.4
unlab,732,6096,2112,1954,216.0,3,2,152,,345101,0.4
unlab,917,9872,1848,1708,330.0,3,1,192,,493647,0.4
unlab,1056,7504,2118,2014,54.0,4,1,144,,390101,0.4
unlab,1057,9232,1916,1837,54.0,4,1,170,,454247,0.4
unlab,1091,7504,2110,1988,72.0,4,1,131,,396065,0.4
unlab,1109,7504,2107,1976,84.0,4,1,168,,396065,0.4
unlab,1431,7568,1983,1924,228.0,4,1,115,,223883,0.4
unlab,1454,7312,2050,1933,240.0,4,1,132,,389926,0.4
unlab,1547,7760,1929,1960,294.0,4,1,115,,404644,0.4
unlab,1746,6160,2150,2056,24.0,5,1,128,,352427,0.4
unlab,1786,8208,1936,1922,36.0,5,2,147,,421477,0.4
unlab,2088,1936,1750,1517,168.0,5,1,128,,119761,0.4
unlab,2149,4496,2009,1842,198.0,5,1,122,,286095,0.4
unlab,2188,2064,1802,1534,210.0,5,2,160,,63448,0.4
unlab,2464,1744,1652,1597,312.0,5,1,136,,109926,0.4
unlab,2523,10384,1716,1777,330.0,5,1,141,,567142,0.4
unlab,2541,4496,2008,1990,342.0,5,1,149,,287594,0.4
unlab,2547,1680,1668,1716,348.0,5,2,163,,94498,0.4
unlab,2618,3664,2083,2040,24.0,6,1,130,,241106,0.4
unlab,2825,6544,2260,1956,102.0,6,1,122,,223883,0.4
unlab,2839,6544,2257,1947,108.0,6,1,128,,223883,0.4
unlab,2894,8208,1932,1840,132.0,6,1,173,,420581,0.4
unlab,2908,8400,1911,1800,138.0,6,1,139,,408922,0.4
unlab,2956,6288,2166,1892,156.0,6,1,137,,223883,0.4
unlab,2962,9168,1892,1741,156.0,6,1,186,,449316,0.4
unlab,3183,4368,1958,1912,252.0,6,3,130,,288036,0.4
unlab,3196,3152,1961,1834,258.0,6,1,132,,182273,0.4
unlab,3237,7568,1961,1981,270.0,6,1,146,,223883,0.4
unlab,3433,9168,1831,1948,348.0,6,1,148,,223883,0.4
unlab,3646,8080,1991,1863,102.0,7,1,157,,223883,0.4
unlab,3667,10576,1814,1641,108.0,7,1,146,,599038,0.4
unlab,3720,8720,1939,1695,132.0,7,1,145,,223883,0.4
unlab,3783,2000,1747,1542,162.0,7,3,156,,119761,0.4
unlab,3935,1104,1845,1481,234.0,7,2,162,,63479,0.4
unlab,4051,5968,2057,1961,282.0,7,1,146,,331428,0.4
unlab,4167,1424,1659,1715,330.0,7,1,169,,94193,0.4
unlab,4257,3920,2056,2017,24.0,8,1,134,,258792,0.4
unlab,4411,3280,2117,1837,96.0,8,1,134,,198458,0.4
unlab,4533,2640,2040,1683,156.0,8,1,106,,152533,0.4
unlab,4612,9488,1848,1668,210.0,8,1,155,,453587,0.4
unlab,4619,5712,2065,1890,216.0,8,1,155,,337378,0.4
unlab,4625,9104,1762,1697,216.0,8,1,152,,442540,0.4
unlab,4731,1360,1646,1606,270.0,8,1,148,,78509,0.4
unlab,4882,9104,1815,1987,348.0,8,2,142,,454716,0.4
unlab,4993,7440,2152,2005,72.0,9,1,141,,390096,0.4
unlab,5013,7504,2144,1980,84.0,9,1,141,,396105,0.4
unlab,5114,7696,2079,1884,132.0,9,1,138,,395560,0.4
unlab,5116,8208,1952,1822,132.0,9,1,142,,223883,0.4
unlab,5159,1872,1764,1500,162.0,9,2,171,,63448,0.4
unlab,5180,5840,2086,1808,192.0,9,1,138,,337426,0.4
unlab,5230,4176,1984,1854,222.0,9,1,116,,271854,0.4
unlab,5232,9168,1749,1697,222.0,9,1,102,,442759,0.4
unlab,5249,10064,1774,1556,234.0,9,1,166,,512416,0.4
unlab,5288,2512,1864,1738,258.0,9,1,127,,63448,0.4
unlab,5315,2192,1797,1582,270.0,9,1,149,,63448,0.4
unlab,5374,8848,1808,1776,300.0,9,1,131,,442474,0.4
unlab,5433,9104,1814,1992,348.0,9,1,160,,454716,0.4
unlab,5568,6352,2252,1970,84.0,10,1,131,,223883,0.4
unlab,5599,6992,2252,1994,96.0,10,1,147,,223883,0.4
unlab,5615,1936,1828,1570,108.0,10,1,172,,119933,0.4
unlab,5637,6160,2199,1959,114.0,10,1,151,,223883,0.4
unlab,5659,5840,2195,1929,126.0,10,1,156,,223883,0.4
unlab,5671,5520,2185,1899,132.0,10,1,143,,332521,0.4
unlab,5672,5840,2194,1917,132.0,10,1,123,,223883,0.4
unlab,5759,8848,1785,1601,216.0,10,1,152,,409097,0.4
unlab,5932,2128,1780,1633,300.0,10,1,154,,126428,0.4
unlab,6037,8144,1986,1963,48.0,11,1,148,,413325,0.4
unlab,6181,7568,2140,1927,120.0,11,1,124,,223883,0.4
unlab,6184,8464,1940,1788,120.0,11,2,168,,223883,0.4
unlab,6205,7504,2132,1905,132.0,11,1,143,,223883,0.4
unlab,6502,6096,2238,2129,36.0,12,1,148,,223883,0.4
unlab,6555,8464,1956,1839,84.0,12,1,136,,428510,0.4
unlab,6574,6736,2284,1940,96.0,12,1,132,,223883,0.4
unlab,6731,1680,1596,1550,252.0,12,1,130,,94545,0.4
unlab,6739,2256,1794,1587,258.0,12,1,138,,63448,0.4
unlab,6895,5968,2243,1981,72.0,13,1,142,,338416,0.4
unlab,6963,8464,1945,1773,126.0,13,1,153,,428478,0.4
unlab,7003,9104,1788,1711,210.0,13,1,154,,442653,0.4
unlab,7059,6864,2061,1922,252.0,13,1,140,,374327,0.4
unlab,7075,5264,1953,1969,270.0,13,1,142,,325798,0.4
unlab,7077,5648,1999,1983,270.0,13,1,153,,337789,0.4
unlab,7197,5456,2212,1965,96.0,14,1,146,,332363,0.4
unlab,7326,6800,2055,1960,282.0,14,1,151,,366837,0.4
unlab,7458,2704,1883,1576,204.0,15,3,164,,138451,0.4
unlab,7461,7120,2046,1788,210.0,15,1,143,,365556,0.4
unlab,7544,10832,1512,2044,354.0,15,1,177,,638925,0.4
unlab,7697,5456,1963,2057,300.0,16,1,138,,318583,0.4
unlab,7799,5840,2000,1911,240.0,17,1,131,,223883,0.4
unlab,7881,8656,2011,1734,108.0,18,1,166,,428488,0.4
unlab,7937,6800,2028,1951,276.0,18,1,148,,366837,0.4
unlab,7944,5712,1992,2005,288.0,18,2,149,,337822,0.4
unlab,8086,9616,1802,1582,210.0,20,1,196,,479321,0.4
unlab,8238,2000,1583,1854,330.0,22,1,125,,63448,0.4
unlab,8261,6864,2392,1832,120.0,23,1,163,,223883,0.4
unlab,8522,3792,2210,1496,156.0,31,2,141,,240252,0.4
unlab,8526,2448,1672,1542,234.0,31,1,142,,138378,0.4
unlab,8641,1424,1394,1316,228.0,39,1,132,,71296,0.4
unlab,8815,6736,1735,2347,312.0,56,1,134,,364263,0.4
unlab,8922,9424,1196,1243,234.0,66,1,137,,463371,0.4
unlab,8966,9424,1206,1451,246.0,70,1,156,,463245,0.4
unlab,8983,9424,1199,1448,246.0,72,1,124,,440884,0.4
wedge,1323,4272,2682,1345,132.0,62,,,1,265936,0.4
wedge,1658,5168,1649,2732,330.0,64,,,2,316384,0.4
unlab,195,8080,1917,1825,180.0,2,1,115,,408922,0.392
unlab,768,10512,1713,1610,234.0,3,1,172,,566909,0.392
unlab,782,7312,2050,1941,246.0,3,1,166,,389389,0.392
unlab,906,1424,1682,1674,330.0,3,2,154,,78638,0.392
unlab,1306,8208,1905,1807,174.0,4,1,134,,408922,0.392
unlab,1475,7504,1983,1946,252.0,4,1,128,,223883,0.392
unlab,1578,5264,2013,2020,306.0,4,1,112,,325674,0.392
unlab,1728,6672,2208,2109,12.0,5,1,146,,223883,0.392
unlab,1735,10832,1544,1914,12.0,5,1,139,,638020,0.392
unlab,1896,1808,1815,1591,90.0,5,2,151,,63448,0.392
unlab,1898,3216,2094,1832,90.0,5,1,120,,181302,0.392
unlab,2006,2576,2024,1725,138.0,5,1,144,,152333,0.392
unlab,2051,6992,2200,1939,150.0,5,1,162,,374520,0.392
unlab,2061,4368,2060,1858,156.0,5,1,152,,285831,0.392
unlab,2267,7376,2037,1923,228.0,5,1,148,,223883,0.392
unlab,2278,7824,1928,1863,234.0,5,1,134,,223883,0.392
unlab,2529,4112,2012,2008,336.0,5,1,141,,259371,0.392
unlab,2699,6352,2205,2004,54.0,6,2,113,,359412,0.392
unlab,3016,10320,1782,1547,186.0,6,1,153,,512625,0.392
unlab,3050,6096,2109,1927,204.0,6,2,123,,352292,0.392
unlab,3096,8208,1858,1814,216.0,6,2,133,,409177,0.392
unlab,3273,7696,1916,1972,282.0,6,2,152,,396420,0.392
unlab,3295,5392,2018,2008,294.0,6,1,129,,326231,0.392
unlab,3361,7184,2086,1990,318.0,6,1,124,,382128,0.392
unlab,3451,1232,1830,1658,6.0,7,1,144,,63448,0.392
unlab,3671,7120,2218,1901,114.0,7,1,148,,381816,0.392
unlab,3675,8784,1950,1693,114.0,7,1,135,,223883,0.392
unlab,3703,6992,2224,1959,126.0,7,3,152,,223883,0.392
unlab,3868,6352,2091,1868,210.0,7,1,143,,223883,0.392
unlab,3970,7952,1906,1867,246.0,7,1,134,,412651,0.392
unlab,4303,7696,2072,2006,54.0,8,1,144,,404973,0.392
unlab,4334,6096,2205,2019,66.0,8,1,109,,344569,0.392
unlab,4390,3280,2116,1846,90.0,8,1,150,,198458,0.392
unlab,4431,10320,1878,1637,102.0,8,1,154,,546612,0.392
unlab,4478,8080,1975,1836,126.0,8,1,143,,412767,0.392
unlab,4488,8080,1972,1829,132.0,8,1,154,,412767,0.392
unlab,4512,8336,1916,1790,144.0,8,1,122,,428341,0.392
unlab,4593,6096,2103,1913,204.0,8,1,161,,223883,0.392
unlab,4621,6992,2110,1932,216.0,8,2,139,,374019,0.392
unlab,4893,1232,1831,1674,6.0,9,1,159,,78218,0.392
unlab,5148,2640,2062,1673,150.0,9,1,165,,140958,0.392
unlab,5181,6096,2114,1883,192.0,9,1,149,,223883,0.392
unlab,5184,8720,1845,1586,192.0,9,1,160,,431742,0.392
unlab,5338,1616,1635,1604,282.0,9,2,129,,94533,0.392
unlab,5399,2128,1799,1653,318.0,9,1,153,,126346,0.392
unlab,5645,11152,1058,2327,114.0,10,1,130,,655433,0.392
unlab,5660,6992,2240,1947,126.0,10,2,141,,223883,0.392
unlab,5661,8656,1939,1727,126.0,10,2,149,,437595,0.392
unlab,5756,2768,1900,1708,216.0,10,1,126,,165506,0.392
unlab,5916,7504,1937,2010,288.0,10,1,103,,396111,0.392
unlab,6046,10000,1974,1698,54.0,11,1,209,,523029,0.392
unlab,6275,5200,2003,1904,222.0,11,1,141,,325769,0.392
unlab,6293,1680,1611,1520,234.0,11,1,126,,94411,0.392
unlab,6713,6160,2025,1937,240.0,12,2,180,,223883,0.392
unlab,6777,5712,2016,1974,276.0,12,1,129,,338119,0.392
unlab,7021,6608,2095,1891,228.0,13,1,151,,366392,0.392
unlab,7030,6608,2092,1904,234.0,13,1,143,,366392,0.392
unlab,7090,5712,2014,1986,282.0,13,1,159,,338118,0.392
unlab,7291,6736,2051,1897,246.0,14,1,151,,366865,0.392
unlab,7330,5648,2009,2018,288.0,14,1,129,,332195,0.392
unlab,7388,8272,2000,1931,72.0,15,1,145,,413295,0.392
unlab,7580,5072,2216,1953,96.0,16,1,140,,318559,0.392
unlab,8176,8912,2040,2104,30.0,22,1,151,,450571,0.392
unlab,8248,8464,2074,1922,66.0,23,1,152,,413287,0.392
unlab,8302,6096,2026,1740,204.0,24,1,118,,223883,0.392
unlab,8336,10192,2202,1756,78.0,25,1,158,,523301,0.392
unlab,8590,8144,1584,1891,270.0,35,1,173,,409135,0.392
unlab,8626,2768,2186,2171,30.0,38,1,148,,166311,0.392
unlab,8898,10320,2442,935,138.0,64,1,123,,542995,0.392
unlab,8948,7184,2651,2507,42.0,69,1,130,,223883,0.392
wedge,2189,6768,1599,1842,258.0,68,,,1,350531,0.392
wedge,2437,7696,2486,1854,102.0,61,,,1,407189,0.39
unlab,78,11088,1060,2113,72.0,2,1,168,,653302,0.384
unlab,165,1424,1736,1558,162.0,2,1,174,,63448,0.384
unlab,243,8656,1837,1728,204.0,2,1,155,,431595,0.384
unlab,433,3216,2062,1882,36.0,3,2,215,,198340,0.384
unlab,527,1616,1769,1576,102.0,3,2,149,,63448,0.384
unlab,775,10768,1590,1689,240.0,3,1,196,,599640,0.384
unlab,953,2576,1970,1846,354.0,3,1,137,,63448,0.384
unlab,975,2832,1999,1894,12.0,4,1,118,,166553,0.384
