instance_id,n_pts,n_k,kmin,kmax,gap,side_min
550675,296,7,42,52,4,77
550676,312,4,47,55,5,55
550678,278,7,56,67,5,84
550680,388,10,40,57,4,159
550682,742,12,51,69,4,73
550683,398,7,49,60,5,60
550688,118,6,43,62,10,5
550691,635,9,57,69,4,211
550692,260,7,50,64,5,66
550693,189,8,61,72,3,5
550694,164,5,46,69,18,66
550696,199,9,57,69,4,77
550699,10,2,39,44,4,3
550700,99,4,48,57,6,48
550702,173,7,48,62,5,35
550705,101,4,45,52,4,39
550709,992,15,45,70,8,160
550710,213,5,47,56,5,3
550715,508,7,64,76,4,42
550716,444,11,33,51,4,67
550718,287,6,53,67,7,24
550722,784,12,59,73,3,184
550726,1000,16,47,69,5,159
550731,863,12,44,60,3,109
550734,922,13,41,55,2,93
550735,61,6,49,58,4,26
550736,323,5,56,64,4,3
550743,297,4,42,51,6,20
550746,138,5,48,56,4,46
550748,268,8,61,77,6,42
550750,153,6,62,71,4,26
550756,241,5,52,59,3,47
550757,115,4,53,61,5,9
550758,296,6,55,66,6,9
550759,49,4,45,55,7,22
550760,142,2,54,57,2,32
550761,397,4,48,55,2,3
550764,80,4,38,44,3,15
550766,5414,25,52,80,2,365
550767,397,12,50,63,2,103
550769,277,6,54,63,4,15
550770,47,3,39,47,6,14
550771,314,7,54,63,3,128
550772,230,8,49,59,2,22
550775,174,5,45,56,7,62
550776,194,6,47,58,6,76
550777,126,4,65,76,8,13
550778,533,7,55,64,2,49
550782,217,5,38,46,4,99
550788,287,9,49,66,6,12
550793,26,3,67,74,5,11
550795,235,6,42,50,3,117
550796,246,11,60,73,2,13
550802,197,4,38,45,4,40
550805,38,4,42,55,10,15
550811,138,5,55,66,7,39
550818,79,3,42,48,4,15
550821,15,2,59,65,5,6
550822,50,3,55,63,6,18
550825,200,7,49,64,5,98
550827,100,3,54,62,6,14
550829,83,3,45,56,7,22
550835,606,8,55,64,2,41
550845,240,6,39,48,4,15
550848,22,3,37,42,3,3
550857,336,3,38,45,5,19
550859,15035,36,32,81,10,101
550864,365,11,59,76,7,123
550865,215,5,48,62,8,33
550867,2500,19,47,70,3,164
550875,171,6,49,60,3,83
550879,85,5,49,65,7,34
550883,57,3,34,41,5,10
550888,126,4,52,59,4,3
550890,3579,19,50,73,2,302
550893,40,2,50,55,4,10
550895,46,5,50,60,6,18
550898,71,4,54,62,5,4
550900,1105,11,44,68,5,30
550903,84,3,60,68,6,26
550911,156,4,58,64,3,77
550914,120,6,46,55,3,41
550923,76,8,46,60,5,14
550936,41,3,59,64,3,3
550937,145,4,51,62,8,8
550939,117,3,62,66,2,34
550943,125,3,58,63,3,8
550946,163,3,49,59,8,5
550949,60,4,59,65,3,15
550959,414,11,48,65,4,93
550960,248,4,49,56,4,122
550964,8044,33,43,79,2,1453
550965,156,4,47,62,6,41
550968,2488,15,39,55,2,51
550970,82,3,54,63,7,26
550971,1005,11,45,62,7,365
550979,189,4,64,70,2,79
550980,223,5,37,53,12,70
550984,900,12,37,57,4,151
550990,51,3,56,60,2,21
550991,3390,22,49,73,2,64
550992,501,6,58,70,7,207
550994,393,7,43,53,3,29
550997,811,13,44,65,4,10
550999,62,3,55,59,2,4
551003,573,10,50,67,6,244
551013,843,14,41,57,2,253
551019,771,8,52,65,4,189
551025,172,4,58,68,7,45
551026,24,2,37,51,13,7
551028,406,9,46,58,4,78
551030,452,9,40,60,8,205
551035,162,4,41,47,3,18
551037,378,7,44,54,2,151
551039,53,2,50,70,19,12
551042,31,3,63,68,3,9
551045,97,4,48,58,7,3
551050,51,3,52,63,9,9
551051,228,8,53,62,2,101
551062,125,4,50,55,2,16
551068,72,3,47,51,2,15
551070,200,6,38,49,4,100
551072,285,5,35,41,2,142
551073,263,10,42,55,2,3
551076,79,5,49,61,8,29
551092,736,6,34,41,2,203
551093,133,4,42,50,5,14
551095,830,5,36,43,3,26
551098,57,4,38,46,5,4
551105,85,3,46,55,7,15
551109,246,6,36,46,5,22
551112,91,4,42,49,4,30
551115,284,8,39,49,3,58
551120,100,6,50,61,6,23
551121,47,3,33,53,18,17
551130,380,8,36,45,2,12
551160,84,4,41,48,4,38
551163,256,5,37,50,7,33
551164,214,7,43,57,5,105
551167,104,3,39,48,7,23
551170,345,7,45,55,4,73
551174,28,3,46,54,6,3
551176,456,6,41,50,4,3
551180,159,5,47,55,4,20
551206,59,5,48,56,4,7
551222,125,5,45,52,2,41
551232,105,2,39,44,4,49
551242,24,3,52,56,2,10
551257,126,3,40,48,6,15
551263,217,6,53,60,2,4
551266,173,3,55,62,5,17
551271,527,4,52,57,2,214
551276,30,3,45,51,4,7
551285,143,5,48,55,3,30
551289,553,8,34,44,2,7
551293,91,4,40,49,6,30
551296,70,3,44,51,5,12
551299,137,4,49,61,9,4
551308,132,6,49,58,2,6
551331,1348,6,51,61,5,50
551334,484,8,35,50,5,4
551348,33,4,43,51,5,11
551351,123,4,38,44,3,12
551355,646,8,50,61,4,319
551358,70,2,54,61,6,30
551359,149,4,48,57,6,38
551364,2098,15,47,65,3,48
551373,737,9,45,57,4,361
551375,49,3,61,65,2,12
551382,288,5,58,64,2,37
551387,317,9,43,55,4,47
551395,24,2,45,48,2,6
551406,60,3,37,42,3,10
551407,27,3,48,55,5,11
551418,364,3,51,63,10,70
551427,220,3,44,48,2,18
551430,259,5,51,63,7,27
551439,62,3,55,65,8,22
551441,793,8,44,60,9,340
551445,13,2,48,55,6,6
551449,344,9,43,57,4,153
551460,77,3,52,61,7,14
551463,152,6,52,64,5,5
551466,91,3,51,56,3,14
551480,595,6,59,75,6,167
551485,143,5,46,61,8,8
551491,19,4,56,62,3,7
551497,184,3,48,59,9,86
551498,82,3,35,41,4,12
551501,6,2,54,67,12,3
551503,77,5,47,62,11,30
551522,1845,16,57,75,3,250
551524,33,3,62,67,3,14
551533,38,2,58,64,5,8
551542,236,4,58,64,3,4
551543,22,3,54,67,11,11
551558,774,8,51,69,8,180
551559,145,6,49,60,6,20
551566,39,2,66,70,3,3
551570,422,7,57,66,3,90
551572,60,2,53,57,3,15
551575,63,3,67,73,4,15
551580,157,4,60,65,2,75
551592,221,4,57,63,3,72
551595,162,5,65,71,2,49
551597,160,4,48,58,7,26
551599,42,5,63,71,4,4
551604,139,4,62,68,3,65
551612,429,6,59,67,3,22
551622,94,3,62,69,5,4
551624,173,5,58,66,4,80
551626,117,2,69,75,5,21
551627,96,3,58,66,6,5
551631,180,3,59,65,4,10
551636,566,10,47,70,9,44
551637,83,3,50,55,3,34
551642,47,5,62,70,4,15
551643,37,3,53,57,2,14
551648,357,4,64,71,4,5
551650,106,3,59,66,5,8
551663,3261,14,52,72,4,816
551673,1357,19,47,69,2,16
551684,99,3,57,70,11,21
551688,39,2,66,69,2,14
551690,572,11,42,62,5,40
551692,164,4,45,54,6,36
551697,215,4,43,51,4,88
551703,415,5,52,58,2,99
551705,80,3,35,43,6,9
551707,121,4,46,58,9,46
551711,310,8,24,41,5,4
551712,131,2,39,46,6,57
551714,136,3,33,37,2,16
551715,59,3,38,48,8,28
551716,405,6,30,46,7,98
551721,295,8,26,38,3,143
551722,293,3,42,47,3,119
551727,125,2,36,40,3,11
551730,132,4,44,49,2,35
551734,467,8,31,42,3,6
551737,29,3,48,52,2,10
551739,33,2,22,36,13,16
551740,90,4,34,42,5,21
551743,43,4,35,46,8,11
551745,115,3,35,43,6,18
551750,147,2,31,39,7,59
551759,147,4,27,37,6,16
551760,76,4,30,35,2,13
551764,443,7,34,44,4,17
551774,184,3,44,51,4,43
551775,106,3,24,34,8,49
551777,116,2,23,31,7,23
551782,128,3,32,40,6,21
551784,38,3,31,40,7,3
551790,104,4,22,32,7,9
551791,269,5,28,35,3,47
551792,78,3,38,46,6,14
551793,89,3,24,34,8,11
551796,89,2,37,45,7,9
551799,263,5,33,43,6,124
551802,86,4,34,44,7,33
551804,9,2,29,35,5,3
551806,153,4,30,36,3,31
551807,303,3,26,42,7,109
551808,786,11,43,62,5,142
551811,35,3,45,56,9,8
551814,92,4,26,36,7,43
551819,395,9,31,44,3,121
551820,112,4,24,31,4,35
551821,77,3,23,33,8,35
551823,158,3,33,42,7,25
551824,562,8,40,65,9,201
551828,54,3,35,41,4,21
551830,107,4,39,46,4,7
551833,100,2,41,52,10,20
551836,81,3,39,48,7,34
551837,1305,14,35,51,2,30
551838,113,4,37,50,10,4
551844,74,2,31,38,6,21
551845,84,2,44,49,4,3
551852,245,5,37,43,2,85
551858,53,4,23,42,16,13
551865,211,4,36,44,5,50
551874,156,3,42,55,11,6
551875,575,8,38,47,2,195
551878,725,8,38,48,2,152
551880,72,3,38,45,5,26
551881,148,3,44,51,5,12
551882,246,3,47,60,11,11
551884,85,4,46,52,3,26
551886,592,8,38,48,3,11
551888,256,7,40,48,2,95
551903,122,5,43,61,8,22
551904,39,3,32,39,5,9
551907,20,2,43,50,6,9
551914,193,5,37,48,5,20
551937,262,5,38,44,2,111
551950,233,2,50,53,2,74
551951,133,4,52,57,2,16
551952,113,4,35,41,2,10
551953,569,7,35,43,2,169
551954,188,3,40,49,4,6
551960,574,7,36,52,6,79
551962,443,7,41,50,3,121
551966,360,4,44,51,4,43
551967,606,11,32,44,2,182
551968,107,2,35,42,6,10
551978,162,4,41,48,4,7
551980,141,6,39,49,3,52
551981,181,5,43,49,2,73
551983,1800,21,36,63,3,85
551989,395,8,35,45,3,87
551995,940,7,40,51,5,6
551996,779,9,55,67,2,341
552000,697,15,34,54,5,173
552003,69,3,46,55,7,4
552006,117,5,35,49,5,28
552012,286,5,38,49,5,117
552014,15,3,40,49,7,6
552015,27,2,47,52,4,13
552020,238,4,41,60,16,11
552022,89,4,42,54,9,17
552024,5529,22,48,82,7,582
552026,144,5,43,49,2,12
552037,11,3,41,51,8,3
552041,236,6,44,51,2,41
552044,109,4,42,54,9,51
552052,182,4,41,52,8,57
552055,397,6,41,59,13,99
552056,416,7,58,84,9,194
552058,174,7,42,52,3,8
552062,3918,25,56,84,4,707
552071,15538,34,36,73,4,985
552074,748,5,40,57,13,87
552076,11882,31,46,78,2,49
552082,5125,20,56,80,3,2294
552085,77,3,40,56,14,7
552086,190,5,40,55,10,43
552090,509,8,35,53,8,138
552094,324,7,60,72,6,56
552098,289,9,54,70,7,101
552105,68,4,52,61,6,27
552113,1044,9,48,60,4,381
552114,195,6,65,82,12,64
552115,541,7,47,57,4,54
552130,428,8,42,56,7,43
552133,30,2,56,59,2,12
552135,185,8,47,60,4,36
552142,420,9,49,62,5,14
552144,106,2,45,53,7,43
552148,73,4,54,59,2,25
552150,202,4,51,72,12,84
552151,219,5,58,77,11,72
552152,314,6,34,54,10,31
552155,300,3,44,52,3,119
552156,27,2,43,52,8,8
552158,266,6,47,54,2,72
552159,264,4,48,67,16,31
552165,51,3,50,57,5,5
552166,249,3,45,49,2,22
552168,453,9,44,69,16,18
552169,665,10,45,69,10,318
552177,154,6,44,59,10,13
552186,1198,10,47,71,12,51
552187,3212,23,52,80,6,206
552191,114,3,47,58,9,3
552192,1031,13,51,67,3,223
552194,182,5,41,51,4,29
552208,69,2,51,56,4,20
552218,467,6,36,45,4,186
552219,225,4,40,50,7,102
552222,38,2,49,55,5,8
552236,90,4,36,42,3,33
552241,29,2,46,53,6,5
552243,306,4,40,49,6,18
552249,127,3,37,42,3,5
552251,174,2,38,45,6,35
552252,224,5,37,45,4,61
552254,66,2,63,66,2,26
552256,68,2,42,51,8,5
552267,59,2,36,47,10,23
552268,284,5,47,53,2,4
552271,123,3,37,42,3,28
552273,188,4,42,51,6,33
552274,93,4,45,57,9,37
552276,216,4,40,58,10,41
552280,325,8,37,47,3,80
552281,210,6,41,48,2,104
552286,51,3,42,51,7,22
552288,65,3,37,48,9,25
552294,116,4,47,52,2,49
552295,73,4,43,55,7,10
552296,30,3,55,60,3,11
552297,28,2,36,44,7,11
552310,157,4,34,42,5,37
552317,405,9,46,59,3,70
552331,49,3,43,48,3,10
552335,72,4,42,65,15,19
552342,26,2,50,66,15,4
552344,67,3,28,34,4,11
552376,88,4,46,53,4,37
552378,39,2,27,31,3,3
552389,393,3,30,38,6,43
552400,124,3,32,44,10,8
552411,732,8,47,60,5,251
552426,250,7,29,41,3,8
552435,311,6,26,37,6,109
552437,99,4,38,51,10,35
552442,1973,10,39,53,4,15
552444,84,3,27,32,3,7
552448,227,4,31,41,7,5
552451,683,9,35,46,2,81
552455,195,3,30,36,4,30
552460,90,2,40,48,7,12
552461,475,11,28,47,5,216
552463,92,3,38,45,5,27
552466,68,2,40,47,6,28
552470,132,3,30,39,7,55
552472,213,7,45,64,7,42
552475,298,4,27,38,7,38
552479,420,6,36,43,2,29
552482,81,4,29,37,5,20
552484,148,6,33,40,2,59
552487,194,5,34,44,6,15
552488,129,3,35,45,8,9
552490,322,6,35,43,3,32
552496,202,5,38,44,2,3
552497,370,5,34,44,6,152
552498,78,3,39,48,7,10
552499,354,6,23,34,6,112
552501,99,4,32,41,6,34
552503,180,6,34,42,3,47
552505,75,2,39,46,6,16
552507,99,2,25,35,9,6
552509,151,3,32,39,5,70
552512,91,2,38,44,5,10
552514,75,2,35,38,2,14
552515,143,4,28,34,3,47
552518,57,5,34,44,6,17
552522,22,2,27,32,4,4
552525,138,3,30,39,7,17
552526,210,5,37,51,8,29
552536,60,3,36,47,9,23
552540,173,6,34,44,4,45
552542,29,3,34,43,7,11
552551,573,9,37,50,4,20
552555,75,4,25,36,8,24
552557,186,6,30,47,9,34
552560,13,2,34,41,6,4
552561,81,7,41,52,4,16
552564,24,2,47,51,3,8
552567,64,2,39,43,3,19
552575,130,4,26,37,8,9
552576,150,4,32,41,5,23
552588,33,2,55,61,5,12
552591,382,5,39,50,7,14
552601,164,4,40,51,8,11
552632,191,3,31,38,5,31
552639,441,6,38,52,6,72
552647,723,6,37,48,6,20
552648,186,8,36,57,10,14
552657,11,2,32,50,17,3
552670,129,2,43,48,4,8
552681,223,3,40,47,5,95
552683,795,7,42,54,6,280
552689,349,4,34,40,3,26
552695,170,4,34,41,4,31
552698,128,5,31,42,4,8
552700,78,5,39,51,8,12
552701,138,3,39,51,10,4
552706,15,2,45,48,2,5
552710,25,5,49,60,6,6
552713,93,4,34,42,4,28
552716,149,3,45,51,4,39
552717,179,3,42,46,2,88
552723,63,2,51,58,6,14
552724,90,4,45,52,3,19
552727,67,2,34,40,5,10
552730,542,4,39,46,4,83
552737,113,3,43,49,4,23
552740,573,4,43,51,5,97
552741,923,9,41,53,4,48
552742,117,4,46,51,2,4
552743,311,4,31,38,4,40
552745,149,3,34,40,4,56
552755,82,3,41,52,9,19
552760,370,4,32,44,6,25
552761,95,3,36,43,5,19
552763,145,5,44,56,8,19
552764,102,4,49,57,5,30
552766,68,3,32,38,4,10
552767,80,3,40,51,9,9
552769,363,6,39,53,9,178
552770,648,7,48,58,3,181
552772,55,2,53,60,6,18
552773,126,8,36,50,6,39
552775,177,6,37,53,9,35
552777,481,6,46,55,4,13
552779,195,4,48,57,6,70
552783,140,4,35,40,2,25
552784,89,2,36,42,5,38
552785,170,3,36,44,6,43
552789,102,3,37,48,7,8
552792,177,4,51,59,5,42
552793,146,3,45,51,4,5
552796,77,4,46,51,2,15
552797,65,2,42,55,12,31
552799,17,2,44,49,4,6
552814,158,3,39,51,10,73
552815,72,4,46,53,4,21
552821,121,6,37,46,4,44
552826,141,6,46,55,4,8
552829,89,4,48,57,6,14
552832,112,2,35,41,5,32
552834,476,6,51,60,4,228
552843,43,2,46,56,9,7
552850,228,4,37,48,8,12
552857,236,5,51,60,5,67
552859,94,3,36,47,6,32
552897,295,7,44,63,5,98
552913,2740,20,41,64,4,1062
552917,62,3,48,54,4,3
552922,187,3,43,48,3,73
552934,270,7,34,42,2,6
552949,42,3,41,46,3,15
552951,83,3,52,56,2,41
552960,86,3,43,50,5,39
552965,120,2,54,57,2,48
552966,89,2,54,58,3,17
552967,96,3,44,49,3,11
552968,85,4,49,55,3,8
553004,47,3,39,44,3,10
553006,147,4,44,50,3,69
553017,118,3,40,45,3,50
553033,84,5,35,44,5,32
553059,49,2,41,44,2,20
553060,43,2,34,42,7,21
553068,547,5,46,53,3,77
553071,422,9,50,61,3,47
553080,171,5,33,41,4,71
553099,129,4,48,54,3,59
553104,596,8,44,58,7,42
553107,18,2,42,46,3,8
553125,13,2,49,58,8,6
553134,292,4,54,62,5,6
553135,434,4,34,44,7,44
553138,104,4,36,45,6,44
553152,111,5,45,52,3,10
553153,333,6,50,58,3,52
553154,52,2,47,52,4,3
553156,78,3,43,47,2,14
553165,97,4,54,62,5,33
553193,77,2,43,54,10,21
553214,137,2,44,48,3,37
553215,30,3,42,50,6,11
553248,404,5,51,62,7,4
553261,118,5,37,54,12,46
553263,256,6,47,57,5,10
553274,36,2,39,59,19,5
553278,461,7,41,63,14,82
553288,396,3,49,61,10,93
553289,622,6,49,62,5,17
553295,686,6,56,63,2,197
553296,61,2,49,60,10,30
553299,414,5,52,64,8,63
553304,200,5,46,54,4,75
553308,145,4,48,59,8,16
553310,72,4,61,66,2,20
553315,79,4,65,71,3,4
553317,144,4,48,59,8,21
553318,52,4,48,54,2,10
553323,950,8,49,62,6,298
553327,1059,12,56,77,10,56
553336,1732,13,46,61,2,249
553341,153,3,53,63,8,38
553366,3780,20,48,77,4,1212
553368,177,3,46,67,14,3
553369,99,2,49,60,10,10
553382,145,7,54,78,11,31
553386,110,5,50,63,9,35
553394,440,4,57,62,2,9
553400,222,6,54,67,8,38
553402,613,4,58,63,2,8
553417,1755,18,40,66,5,12
553423,229,4,56,61,2,33
553426,1677,11,46,58,2,281
553435,152,4,53,63,7,18
553436,103,6,58,65,2,16
553439,74,4,64,80,13,8
553443,10,4,56,61,2,3
553444,35,4,54,59,2,6
553446,1360,12,50,64,2,28
553450,89,4,57,62,2,21
553455,177,4,43,56,10,7
553464,15,2,47,59,11,3
553467,349,7,45,59,7,28
553469,468,4,45,53,5,24
553478,253,9,44,57,4,59
553480,405,9,45,61,5,202
553481,271,8,43,52,2,135
553482,48,4,38,45,4,9
553484,147,9,44,56,4,71
553487,312,9,46,58,2,84
553492,144,5,40,49,4,53
553495,60,3,37,42,3,5
553498,358,7,55,68,7,121
553500,268,4,50,55,2,100
553501,165,5,54,66,6,47
553505,537,8,44,61,8,11
553511,96,3,55,67,10,42
553513,672,12,42,58,4,12
553520,1109,18,43,65,5,62
553521,199,5,52,58,2,40
553522,246,7,48,61,4,73
553524,236,6,48,56,2,25
553525,631,13,48,67,7,5
553526,1038,19,46,71,6,89
553527,18,2,47,51,3,7
553534,194,2,41,45,3,83
553537,1073,16,57,77,3,170
553538,1173,15,60,78,3,32
553544,261,5,53,65,8,62
553545,95,3,40,49,4,4
553548,618,6,52,62,5,103
553552,462,7,44,63,12,8
553557,423,10,53,68,6,30
553558,378,7,49,63,6,169
553562,123,4,49,60,8,31
553563,486,10,52,67,3,166
553564,235,8,53,65,3,83
553565,389,8,51,61,3,70
553570,126,4,44,51,4,39
553572,80,4,41,55,10,31
553574,165,3,62,66,2,13
553579,298,5,49,63,10,44
553580,663,10,53,75,5,244
553584,135,7,38,50,3,66
553585,257,4,43,50,4,128
553588,846,18,55,76,4,414
553593,235,7,61,76,5,99
553599,690,12,46,63,3,18
553602,229,5,49,61,5,4
553605,506,12,52,71,6,39
553606,485,14,55,74,4,189
553610,94,2,49,53,3,18
553615,216,6,58,65,2,105
553618,170,3,56,63,5,78
553624,72,4,50,55,2,29
553625,47,3,54,61,5,20
553630,152,4,35,51,7,5
553637,315,6,64,71,2,18
553638,864,9,55,69,6,18
553639,298,9,50,67,9,117
553643,109,3,56,67,9,21
553645,313,8,45,58,4,113
553646,147,5,57,74,8,68
553649,256,3,57,63,4,13
553655,45,3,57,62,3,22
553657,249,7,39,51,6,64
553668,749,15,55,74,4,138
553673,146,6,60,67,2,47
553681,1015,18,58,77,2,395
553683,974,17,39,65,5,91
553686,81,3,43,61,16,6
553688,267,8,40,53,6,73
553689,69,2,44,55,10,4
553692,227,4,58,71,10,9
553694,198,3,58,64,4,19
553696,116,5,55,69,10,41
553704,260,11,40,61,10,72
553706,332,7,42,54,6,36
553708,298,6,52,66,5,82
553713,958,14,37,52,2,339
553715,65,3,40,53,11,12
553716,34,2,68,71,2,7
553717,45,2,37,43,5,17
553718,44,3,65,69,2,12
553723,229,6,37,48,6,16
553737,141,4,52,68,13,23
553740,305,9,53,66,4,23
553754,335,8,41,67,9,161
553755,114,5,53,65,6,16
553768,380,5,54,63,5,113
553771,110,5,41,48,3,4
553773,68,5,51,58,3,32
553776,893,15,36,56,4,130
553777,282,9,33,45,3,5
553778,129,4,35,40,2,61
553781,91,4,61,79,11,21
553783,457,13,38,59,5,14
553784,366,11,59,74,3,150
553791,105,2,60,68,7,4
553794,148,5,40,52,7,28
553801,888,9,57,67,2,160
553803,333,5,59,67,4,109
553804,116,3,54,64,8,21
553809,222,5,60,71,7,69
553811,1896,22,45,68,2,333
553817,1426,16,61,80,2,29
553818,1454,10,51,68,7,275
553820,175,5,48,56,4,11
553822,397,5,66,75,5,36
553829,109,6,47,59,6,15
553832,244,5,56,64,4,13
553833,155,3,55,59,2,31
553838,490,9,53,65,2,133
553839,534,11,53,67,3,200
553840,279,8,62,73,4,39
553841,92,4,55,63,5,18
553843,68,2,67,74,6,22
553846,62,4,56,61,2,30
553849,468,10,53,67,5,98
553850,144,5,69,75,2,64
553852,255,9,60,72,3,44
553855,664,13,43,63,8,97
553856,159,5,53,60,2,74
553858,226,6,58,65,2,81
553859,166,7,52,60,2,24
553861,296,9,57,68,3,119
553862,474,9,58,69,3,215
553863,275,8,58,71,5,45
553864,138,6,48,56,3,9
553865,102,3,48,56,6,28
553869,171,6,63,73,4,74
553871,118,5,45,63,14,5
553872,301,8,47,56,2,138
553874,154,3,59,73,12,21
553875,45,4,58,63,2,17
553878,1112,10,48,67,9,305
553880,21,3,63,72,7,6
553883,95,4,58,65,4,16
553885,280,5,56,68,8,46
553891,42,2,41,47,5,20
553898,40,2,49,52,2,16
553916,201,4,39,46,4,9
553918,94,2,45,50,4,29
553924,287,4,38,46,5,26
553929,65,3,44,49,3,20
553942,51,2,45,49,3,6
553945,6,2,45,49,3,3
553949,33,2,38,43,4,4
553950,141,3,35,44,7,27
553951,64,3,38,44,4,30
553970,320,5,35,41,2,11
554021,74,3,32,36,2,7
554034,157,4,43,56,10,59
554038,115,4,43,48,2,43
554047,136,2,39,42,2,29
554052,89,3,46,52,4,7
554057,175,8,34,47,5,55
554070,527,7,39,53,5,120
554091,48,5,34,49,11,21
554092,86,3,39,48,7,27
554097,134,3,48,52,2,24
554100,80,5,48,67,8,21
554108,55,2,36,49,12,20
554126,17,3,43,60,15,3
554134,191,5,42,50,4,24
554144,129,4,52,59,4,13
554158,368,10,58,78,11,162
554170,1988,7,52,61,3,32
554177,109,3,47,53,4,28
554179,362,4,53,60,4,5
554183,107,4,51,56,2,9
554187,234,6,45,54,4,84
554192,131,5,45,59,10,30
554198,141,3,56,73,15,57
554199,112,3,61,65,2,6
554214,109,2,55,61,5,5
554220,1509,12,41,60,7,326
554225,111,4,56,62,3,26
554230,63,4,61,66,2,27
554231,205,5,45,58,9,52
554236,49,3,58,67,7,17
554244,1082,13,56,73,3,150
554251,130,7,56,66,2,11
554280,1210,7,55,67,6,33
554290,111,5,59,74,11,14
554302,84,4,44,56,9,9
554304,110,4,57,64,4,13
554309,173,6,43,55,5,33
554322,115,2,57,60,2,9
554326,210,4,45,62,14,104
554341,159,3,49,64,13,65
554373,1146,12,44,69,10,157
554374,350,4,47,63,13,17
554391,313,8,53,66,6,17
554399,274,3,50,65,13,77
554406,373,6,50,66,11,20
554413,452,8,58,72,6,7
554426,34,2,57,60,2,6
554431,49,3,57,67,8,19
554434,935,10,52,68,4,357
554453,562,10,57,75,8,162
554482,127,6,53,65,7,58
554498,191,5,56,67,7,31
554533,117,4,55,60,2,43
554542,26,3,40,44,2,8
554568,59,4,43,48,2,4
554569,326,8,41,54,4,34
554579,195,3,48,53,3,89
554583,694,7,61,73,6,5
554585,1717,7,48,58,3,153
554588,35,3,49,54,3,7
554592,42,2,58,61,2,18
554598,317,5,51,61,6,3
554607,118,5,50,57,3,23
554612,34,2,41,45,3,4
554616,75,3,51,58,5,21
554620,199,4,48,53,2,9
554623,681,5,50,59,5,12
554638,75,4,53,58,2,27
554647,88,2,56,60,3,29
554648,125,3,56,60,2,3
554655,160,4,43,49,3,17
554658,41,2,52,57,4,20
554663,48,3,60,66,4,24
554674,597,7,62,70,2,180
554692,22,2,48,52,3,8
554695,60,3,60,68,6,19
554732,63,2,56,67,10,24
554737,84,6,53,61,3,15
554747,251,5,52,66,6,84
554763,147,7,51,62,5,44
554766,53,2,64,72,7,3
554775,169,3,59,65,4,25
554777,9,2,57,67,9,3
554780,261,4,60,67,3,55
554800,42,2,63,72,8,7
554809,36,3,62,72,8,9
554810,604,13,63,80,3,60
554823,565,7,67,76,3,182
554825,1745,21,58,81,2,155
554829,3190,31,41,78,3,190
554832,681,7,58,69,4,32
554838,125,4,61,69,5,38
554840,81,5,70,82,5,24
554843,873,9,56,74,6,20
554846,696,4,70,78,5,84
554849,130,5,68,78,6,16
554850,340,9,66,82,4,68
554851,113,6,65,76,6,25
554853,250,8,64,78,7,98
554857,42,2,65,75,9,3
554858,570,7,67,76,3,34
554859,128,5,64,76,5,20
554860,1154,10,64,76,2,78
554862,683,14,68,89,4,7
554863,293,6,69,85,11,95
554864,190,4,65,72,4,42
554870,594,6,64,71,2,3
554872,421,8,73,82,2,143
554874,362,7,57,69,6,109
554877,468,8,67,81,4,131
554889,240,4,63,70,4,67
554895,108,5,65,72,3,35
554897,410,7,54,68,8,124
554898,401,9,54,69,6,78
554900,244,5,73,80,3,72
554901,279,6,65,76,6,6
554903,80,3,65,72,5,4
554906,75,4,63,73,7,33
554910,385,5,66,75,3,5
554916,560,8,69,82,5,274
554917,81,4,68,74,3,21
554922,856,9,66,82,6,112
554931,270,4,74,79,2,6
554937,572,6,73,80,2,3
554940,227,7,71,79,2,16
554950,126,7,64,75,5,60
554951,38,3,66,71,3,12
554958,770,8,67,82,6,33
554965,71,4,75,80,2,34
554969,199,4,75,81,3,15
554976,83,3,74,81,5,24
554981,189,4,72,80,5,50
554986,343,5,64,75,7,128
554989,69,5,61,74,6,23
554990,211,4,76,82,3,105
554991,46,4,74,79,2,12
554994,288,6,53,60,2,113
554996,46,2,68,71,2,8
555007,112,3,62,71,7,41
555009,62,3,54,59,3,14
555010,502,5,73,83,5,233
555016,399,6,73,82,2,151
555028,84,4,59,66,3,40
555033,529,9,68,82,5,250
555034,1912,12,69,88,4,257
555039,198,3,72,81,7,6
555040,93,2,60,67,6,12
555052,978,11,58,73,3,173
555054,256,6,68,82,9,26
555057,123,6,56,63,2,14
555065,506,8,67,82,8,244
555067,721,8,54,72,5,352
555071,203,4,59,64,2,24
555083,380,9,72,85,4,38
555085,184,5,60,73,7,16
555089,183,5,63,69,2,38
555091,127,7,58,71,6,14
555093,335,7,60,71,5,53
555105,71,3,51,66,13,16
555106,183,4,71,83,9,29
555108,296,10,48,73,9,22
555109,332,13,54,77,7,87
555112,329,5,52,78,15,22
555113,166,5,75,82,3,43
555114,45,3,53,68,13,17
555117,680,9,59,73,6,217
555129,239,3,63,76,11,4
555131,459,4,63,76,10,62
555136,12,2,62,74,11,5
555137,301,2,61,74,12,60
555139,25,2,63,75,11,11
555146,164,2,60,72,11,31
555147,174,4,63,69,3,4
555161,180,5,65,77,8,59
555185,41,2,68,78,9,8
555190,143,6,64,72,3,43
555191,267,4,67,72,2,10
555193,88,3,66,73,5,19
555204,365,7,73,86,5,12
555214,127,4,68,73,2,38
555229,63,3,68,74,4,11
555230,173,3,71,75,2,46
555239,48,3,68,74,4,24
